ledger_id,chunk_report,relative_path,terminal_status,data_domains,general_function,needs_followup,evidence_notes
J04099,java_chunks/custom_protocol_core_largedata_commandhandle.md,com/oudmon/ble/base/communication/rsp/StartHeartRateRsp.java,read_complete,"hr, uart_small_data",Response to start/stop HR measurement command,Confirm what errCode values mean (0=success?),Includes blood pressure (sbp/dbp) in bytes [3..4] if length >= 5. errCode at [1].
J04145,java_chunks/ch0009_app_orchestration_strong_hits.md,com/qcwireless/smart/base/di/KoinModuleKt.java,active,bigdata\,hr\,Yes — trace into repository implementations for actual sync logic,Definitive DI wiring hub. Registers all health repos as singletons and all VMs with repo injection.
J04147,java_chunks/ch0009_app_orchestration_strong_hits.md,com/qcwireless/smart/base/dialog/adapter/EasyAdapter.java,active,ble_connection\,uart_small_data,No,Generic UI adapter; no domain logic.
J04153,java_chunks/ch0009_app_orchestration_strong_hits.md,com/qcwireless/smart/base/dialog/BottomDeviceHeartRemindValueDialog.java,active,bigdata\,ble_connection\,No,"Two modes: high (100-150 bpm) and low (40-50 bpm) thresholds. Uses GattError constants as numeric values (133, 129)."
J04157,java_chunks/ch0009_app_orchestration_strong_hits.md,com/qcwireless/smart/base/dialog/BottomListDialog.java,active,ble_connection\,uart_small_data,No,Pure UI dialog; no domain logic.
J04158,java_chunks/ch0009_app_orchestration_strong_hits.md,com/qcwireless/smart/base/dialog/BottomRemindDialog.java,active,ble_connection\,uart_small_data,No,UI dialog for creating reminders; week-repeat selection and time picking.
J04166,java_chunks/ch0009_app_orchestration_strong_hits.md,com/qcwireless/smart/base/dialog/HeartWarningDialog.java,active,hr,Heart rate warning threshold picker dialog (wheel selector),No,UI dialog for selecting HR warning threshold values.
J04174,java_chunks/ch0009_app_orchestration_strong_hits.md,com/qcwireless/smart/base/event/BatteryIsChargingEvent.java,active,battery,EventBus event signaling battery charging state change,No,Marker event; no payload.
J04175,java_chunks/ch0009_app_orchestration_strong_hits.md,com/qcwireless/smart/base/event/BatteryLowEvent.java,active,battery,EventBus event signaling low battery,No,Marker event; no payload. Posted by QcLifeCycle.onActivityResumed().
J04176,java_chunks/ch0009_app_orchestration_strong_hits.md,com/qcwireless/smart/base/event/BluetoothEvent.java,active,ble_connection,EventBus event signaling BLE connection state change,No,Carries boolean connect flag.
J04177,java_chunks/ch0009_app_orchestration_strong_hits.md,com/qcwireless/smart/base/event/BluetoothInitDeviceEvent.java,active,ble_connection,EventBus event signaling BLE device initialization,No,Marker event; no payload.
J04178,java_chunks/ch0009_app_orchestration_strong_hits.md,com/qcwireless/smart/base/event/BluetoothSppEvent.java,active,ble_connection,EventBus event signaling SPP (serial port profile) connection state,No,Carries boolean connect flag.
J04179,java_chunks/ch0009_app_orchestration_strong_hits.md,com/qcwireless/smart/base/event/BluetoothSyncEvent.java,active,ble_connection\,sync_scheduler,No,Marker event; no payload. Signals sync should start.
J04184,java_chunks/ch0009_app_orchestration_strong_hits.md,com/qcwireless/smart/base/event/DataSyncEvent.java,active,sync_scheduler,EventBus event signaling data sync status,No,Carries boolean status (sync in-progress vs. complete).
J04190,java_chunks/ch0009_app_orchestration_strong_hits.md,com/qcwireless/smart/base/event/DeviceHeartChangeEvent.java,active,hr,EventBus event carrying real-time heart rate value from device,No,Carries integer heart rate value. Key for live HR updates.
J04192,java_chunks/ch0009_app_orchestration_strong_hits.md,com/qcwireless/smart/base/event/DeviceSyncEvent.java,active,sync_scheduler,EventBus event signaling device sync trigger,No,Marker event; no payload.
J04193,java_chunks/ch0009_app_orchestration_strong_hits.md,com/qcwireless/smart/base/event/DeviceSyncTodayStepsAndDetailEvent.java,active,sync_scheduler,EventBus event signaling today's steps+detail sync completion,No,Marker event; no payload.
J04194,java_chunks/ch0009_app_orchestration_strong_hits.md,com/qcwireless/smart/base/event/DeviceSyncTodayStepsEvent.java,active,sync_scheduler,EventBus event signaling today's steps sync completion,No,Marker event; no payload.
J04195,java_chunks/ch0009_app_orchestration_strong_hits.md,com/qcwireless/smart/base/event/DeviceToAppSyncEvent.java,active,sync_scheduler,EventBus event signaling device-to-app sync with type discriminator,Yes — map type values to data domains,"Carries mutable type int — likely maps to data domain (HR, SpO2, sleep, etc.). **Key sync routing event.**"
J04237,java_chunks/ch0009_app_orchestration_strong_hits.md,com/qcwireless/smart/base/event/TodayDataSyncEvent.java,active,sync_scheduler,EventBus event signaling today's data sync status,No,"Carries boolean status. Similar to DataSyncEvent but scoped to ""today""."
J04259,java_chunks/ch0009_app_orchestration_strong_hits.md,com/qcwireless/smart/base/ktx/SystemServiceExtKt.java,active,battery\,bigdata\,No,Utility class; no domain logic. Provides type-safe system service getters.
J04263,java_chunks/ch0009_app_orchestration_strong_hits.md,com/qcwireless/smart/base/ktx/ThreadExtKt$ktxRunOnBgSingleAnother$1.java,active,bigdata\,hr,No,Coroutine helper; joins a job before running. No domain logic.
J04269,java_chunks/ch0009_app_orchestration_strong_hits.md,com/qcwireless/smart/base/lifecycle/QcLifeCycle.java,active,battery\,ble_connection\,Yes — trace DeviceReconnect and ThreadManager for full reconnect/sleep flow,"**Key orchestration file.** On resume: queries battery, posts BatteryLowEvent, triggers BLE reconnect if disconnected. On pause: sets thread sleep mode. Uses SimpleKeyReq((byte)3) for battery command."
J04270,java_chunks/ch0009_app_orchestration_strong_hits.md,com/qcwireless/smart/base/permission/PermissionUtilKt.java,active,ble_connection,Kotlin utility for Android permission checks and requests,No,Utility class; no domain logic. Wraps XXPermissions library.
J04273,java_chunks/ch0009_app_orchestration_strong_hits.md,com/qcwireless/smart/base/pref/UserConfig.java,active,battery\,bigdata\,Yes — map all deviceSupportList values to feature flags,"**Critical config hub.** Controls which data domains are active (hrvSupport, bloodOxygenSupport, temperature, etc.), sync timing (lastSyncFromServerTime, lastSyncTodaySteps, lastTenMinSyncTime), device support lists, and BLE connection state."
J04274,java_chunks/ch0009_app_orchestration_strong_hits.md,com/qcwireless/smart/base/pref/UserConfigDAO.java,active,battery\,ble_connection\,No,**Key persistence layer.** Maps all UserConfig fields to SharedPreferences keys. Preference key names reveal the canonical field naming convention.
J04282,java_chunks/ch0009_app_orchestration_strong_hits.md,com/qcwireless/smart/base/utils/FileUtils.java,active,storage_db,"File I/O utilities — read/write/copy files, URI path resolution",No,File utility; touches storage_db domain. Constants suggest protocol-related file operations.
J04283,java_chunks/ch0009_app_orchestration_strong_hits.md,com/qcwireless/smart/base/utils/GetFilePathFromUri.java,active,storage_db,URI-to-filepath converter for Android content/document URIs,No,Utility class; no domain logic.
J04288,java_chunks/ch0009_app_orchestration_strong_hits.md,com/qcwireless/smart/base/utils/QcDateUtil.java,active,steps_sport,Date formatting utility for app-wide date display,No,Date formatting utility; no domain logic.
J04289,java_chunks/ch0009_app_orchestration_strong_hits.md,com/qcwireless/smart/base/utils/ShellUtils.java,active,bigdata\,hr\,Yes — map the 0x01xx command IDs to BLE protocol operations,"**Notable: contains many BLE protocol command IDs** (0x0101-0x019b range) plus numeric constants (39, 40, 44, 57, 60, 73, 95). These may be embedded in the decompiled output as switch case labels or constant arrays."
J04291,java_chunks/ch0009_app_orchestration_strong_hits.md,com/qcwireless/smart/base/utils/TelephonyHelper.java,active,sync_scheduler,Phone call state monitoring utility,No,Monitors phone call state for call notification push to device.
J05019,java_chunks/ch0009_app_orchestration_strong_hits.md,com/qcwireless/smart/QCApplication.java,active,ble_connection\,uart_small_data,No,"**Top-level orchestration entry point.** Initializes entire app stack including Koin DI, BLE, receivers. Scan config keys: R01-R06, R11, VK-5098, MERLIN, Hello Ring, RING1, boAtring, Y25, H59."
J05020,java_chunks/ch0009_app_orchestration_strong_hits.md,com/qcwireless/smart/QJavaApplication.java,active,sleep\,sync_scheduler,No,Manages BLE scan filter keys and device support CS list. Singleton pattern.
J05023,java_chunks/ch0009_app_orchestration_strong_hits.md,com/qcwireless/smart/ui/activity/LoadingActivity.java,active,bigdata\,hr\,No,Routing activity; no domain logic.
J05024,java_chunks/ch0009_app_orchestration_strong_hits.md,com/qcwireless/smart/ui/ui/activity/LoginGuideActivity.java,active,bigdata\,hr,No,UI routing activity; no domain logic.
J05026,java_chunks/ch0009_app_orchestration_strong_hits.md,com/qcwireless/smart/ui/activity/MainActivity$initDeviceRequestLocation$1$1.java,active,bigdata,Coroutine lambda for requesting device location and writing to BLE,Yes — trace LargeDataHandler for full BLE write protocol,"**BLE write orchestration.** Fetches location from server, writes to device via LargeDataHandler. Shows repository→BLE data flow pattern."
J05028,java_chunks/ch0010_app_orchestration_strong_hits.md,MainActivity,Deep-read complete,"**sync_scheduler, ble_connection, hr, sleep, spo2, steps_sport, temperature**",MainActivity,Deep-read complete,🔴 CRITICAL
J05029,java_chunks/ch0010_app_orchestration_strong_hits.md,MoreDeviceActivity,Deep-read complete,ble_connection,MoreDeviceActivity,Deep-read complete,🟡 MEDIUM
J05031,java_chunks/ch0010_app_orchestration_strong_hits.md,SelectDeviceActivity,Deep-read complete,ble_connection,SelectDeviceActivity,Deep-read complete,🟢 LOW
J05049,java_chunks/ch0010_app_orchestration_strong_hits.md,QcService,Deep-read complete,"**sync_scheduler, hr, sleep, spo2, steps_sport, temperature, hrv_regular**",QcService,Deep-read complete,🔴 CRITICAL
J05061,java_chunks/ch0010_app_orchestration_strong_hits.md,DeviceFunctionSupport,Deep-read complete,"**hr, spo2, temperature, ble_connection**",DeviceFunctionSupport,Deep-read complete,🔴 CRITICAL
J05062,java_chunks/ch0010_app_orchestration_strong_hits.md,DeviceFunctionTouchOnlySupport,Deep-read complete,"**hr, spo2, temperature, ble_connection**",DeviceFunctionTouchOnlySupport,Deep-read complete,🟡 MEDIUM
J05064,java_chunks/ch0010_app_orchestration_strong_hits.md,DeviceSetting,Deep-read complete,"**hr, hrv_regular, spo2, temperature, sleep, bp**",DeviceSetting,Deep-read complete,🔴 CRITICAL
J05066,java_chunks/ch0010_app_orchestration_strong_hits.md,GeneratedJsonAdapter (DeviceSetting),Deep-read complete,storage_db,GeneratedJsonAdapter (DeviceSetting),Deep-read complete,🟢 LOW
J05067,java_chunks/ch0010_app_orchestration_strong_hits.md,OneKeySupport,Deep-read complete,"**hr, spo2, hrv_regular, temperature, bp**",OneKeySupport,Deep-read complete,🔴 CRITICAL
J05070,java_chunks/ch0010_app_orchestration_strong_hits.md,GeneratedJsonAdapter (GoogleFitDataBean),Deep-read complete,steps_sport,GeneratedJsonAdapter (GoogleFitDataBean),Deep-read complete,🟢 LOW
J05080,java_chunks/ch0010_app_orchestration_strong_hits.md,BloodOxygenRequest,Deep-read complete,**spo2**,BloodOxygenRequest,Deep-read complete,🔴 CRITICAL
J05081,java_chunks/ch0010_app_orchestration_strong_hits.md,BloodPressureRequest,Deep-read complete,**bp**,BloodPressureRequest,Deep-read complete,🔴 CRITICAL
J05082,java_chunks/ch0010_app_orchestration_strong_hits.md,BpDownRequest,Deep-read complete,**bp**,BpDownRequest,Deep-read complete,🟡 MEDIUM
J05083,java_chunks/ch0010_app_orchestration_strong_hits.md,CommitSleepNewProtocolParam,Deep-read complete,**sleep**,CommitSleepNewProtocolParam,Deep-read complete,🔴 CRITICAL
J05085,java_chunks/ch0010_app_orchestration_strong_hits.md,HeartRateIntervalRequest,Deep-read complete,"**hr, hrv_regular**",HeartRateIntervalRequest,Deep-read complete,🔴 CRITICAL
J05086,java_chunks/ch0010_app_orchestration_strong_hits.md,SleepDetailRequest,Deep-read complete,**sleep**,SleepDetailRequest,Deep-read complete,🔴 CRITICAL
J05087,java_chunks/ch0010_app_orchestration_strong_hits.md,SleepTypeAndDuration,Deep-read complete,**sleep**,SleepTypeAndDuration,Deep-read complete,🟡 MEDIUM
J05088,java_chunks/ch0010_app_orchestration_strong_hits.md,Spo2DownRequest,Deep-read complete,**spo2**,Spo2DownRequest,Deep-read complete,🟡 MEDIUM
J05089,java_chunks/ch0010_app_orchestration_strong_hits.md,SportDetailRequest,Deep-read complete,**steps_sport**,SportDetailRequest,Deep-read complete,🔴 CRITICAL
J05091,java_chunks/ch0010_app_orchestration_strong_hits.md,TemperatureDownloadRequest,Deep-read complete,**temperature**,TemperatureDownloadRequest,Deep-read complete,🟡 MEDIUM
J05092,java_chunks/ch0010_app_orchestration_strong_hits.md,TemperatureRequest,Deep-read complete,**temperature**,TemperatureRequest,Deep-read complete,🔴 CRITICAL
J05095,java_chunks/ch0010_app_orchestration_strong_hits.md,GoalSettingRequest,Deep-read complete,"**steps_sport, sleep**",GoalSettingRequest,Deep-read complete,🟡 MEDIUM
J05111,java_chunks/ch0010_app_orchestration_strong_hits.md,HeartRateResp,Deep-read complete,**hr**,HeartRateResp,Deep-read complete,🔴 CRITICAL
J05113,java_chunks/ch0010_app_orchestration_strong_hits.md,SleepDetailNewProtocolResp,Deep-read complete,**sleep**,SleepDetailNewProtocolResp,Deep-read complete,🔴 CRITICAL
J05114,java_chunks/ch0010_app_orchestration_strong_hits.md,SleepDetailResp,Deep-read complete,**sleep**,SleepDetailResp,Deep-read complete,🔴 CRITICAL
J05116,java_chunks/ch0010_app_orchestration_strong_hits.md,SportDetailResp,Deep-read complete,**steps_sport**,SportDetailResp,Deep-read complete,🔴 CRITICAL
J05118,java_chunks/ch0010_app_orchestration_strong_hits.md,TemperatureDownResp,Deep-read complete,**temperature**,TemperatureDownResp,Deep-read complete,🔴 CRITICAL
J05139,java_chunks/ch0010_app_orchestration_strong_hits.md,BitmapCroppingWorkerTask,Background bitmap crop worker,,,Background bitmap crop worker,BitmapCroppingWorkerTask
J05140,java_chunks/ch0010_app_orchestration_strong_hits.md,BitmapLoadingWorkerTask,Background bitmap load worker,,,Background bitmap load worker,BitmapLoadingWorkerTask
J05141,java_chunks/ch0010_app_orchestration_strong_hits.md,BitmapUtils,Bitmap utility methods,,,Bitmap utility methods,BitmapUtils
J05143,java_chunks/ch0010_app_orchestration_strong_hits.md,CropImageActivity,Image cropping activity,,,Image cropping activity,CropImageActivity
J05145,java_chunks/ch0010_app_orchestration_strong_hits.md,CropImageOptions,Crop configuration bean,,,Crop configuration bean,CropImageOptions
J05146,java_chunks/ch0010_app_orchestration_strong_hits.md,CropImageView,Custom crop image view,,,Custom crop image view,CropImageView
J05150,java_chunks/ch0010_app_orchestration_strong_hits.md,ImagePicker,Image picker launcher,,,Image picker launcher,ImagePicker
J05151,java_chunks/ch0010_app_orchestration_strong_hits.md,Utils,FileProvider URI helper,,,FileProvider URI helper,Utils
J05152,java_chunks/ch0011_app_orchestration_strong_hits.md,com/qcwireless/smart/ui/base/receiver/BleCommonDataParseKt.java,documented_app_orchestration,ble_connection,BLE notification data parser; dispatches camera intent on specific byte pattern; parses firmware/HW version from characteristic reads,Constants.f/g UUID values need cross-referencing with SDK Constants class,"parseBleData checks byte[0] masked against ~Constants.m == 2 and byte[1] == 1 → triggers camera. parseDeviceInfoData compares UUID to Constants.f (FM) and Constants.g (HW), stores in UserConfig, posts events. Sets BleOperateManager.setReady(true) on HW version."
J05153,java_chunks/ch0011_app_orchestration_strong_hits.md,com/qcwireless/smart/ui/base/receiver/BluetoothReceiver.java,documented_app_orchestration,"ble_connection, steps_sport, sync_scheduler","System BroadcastReceiver for Bluetooth adapter state, ACL connect/disconnect, bond state, screen on/off, time set, user present; manages reconnection and sport-data sync",SppHandle (JieLi) vs RTK SPP branching needs deeper follow-up,"On BT ON: reconnects via DeviceReconnect.connectWithScanValidation, begins connect runnable. On ACL_CONNECTED: begins connect if not already connected. On ACL_DISCONNECTED: posts BluetoothSppEvent(false), schedules reconnect. On TIME_SET: sends SetTimeReq to device. On USER_PRESENT/SCREEN_ON: begins connect. Syncs today steps via StepDetailRepository when connected in background."
J05155,java_chunks/ch0011_app_orchestration_strong_hits.md,com/qcwireless/smart/ui/base/receiver/MyBluetoothReceiver.java,documented_protocol_touch,"battery, ble_connection, sync_scheduler","BLE callback receiver extending QCBluetoothCallbackCloneReceiver; dispatches characteristic change/read to BleCommonDataParseKt; on service discovered triggers initCmd (battery read, HW/FM read, device settings init)",SimpleKeyReq byte value 3 = battery command; needs cross-ref with SDK command IDs,"onCharacteristicChange delegates to BleCommonDataParseKt.parseBleData(data). onCharacteristicRead delegates to BleCommonDataParseKt.parseDeviceInfoData(uuid, data). onServiceDiscovered: inits LargeDataHandler, posts BluetoothEvent(true), calls initCmd(). initCmd: reads HW, sends SimpleKeyReq(3) for battery, reads FM, calls DeviceCmdInit.initDeviceSetting(). connectStatue: saves device name/address to UserConfig, sets lastTenMinSyncTime."
J05156,java_chunks/ch0011_app_orchestration_strong_hits.md,com/qcwireless/smart/ui/base/receiver/NetWorkStateReceiver.java,documented_app_orchestration,ble_connection,Network connectivity change receiver; triggers ThreadManager.wakeUp() when no network and BLE not connected,No,If no active network or only WiFi and BLE disconnected → wakes ThreadManager. Simple connectivity watchdog.
J05157,java_chunks/ch0011_app_orchestration_strong_hits.md,com/qcwireless/smart/ui/base/receiver/RebootReceiver.java,documented_app_orchestration,ble_connection,Boot receiver; sets Bluetooth turn-on flag after reboot,No,Calls BleBaseControl.getInstance().setBluetoothTurnOff(true) on boot. Ensures BLE stack knows BT is available after reboot.
J05158,java_chunks/ch0011_app_orchestration_strong_hits.md,com/qcwireless/smart/ui/base/receiver/SystemLocaleChangeReceiver.java,documented_app_orchestration,ble_connection,Locale change receiver; disconnects BLE and kills process (non-Xiaomi) or reconnects (Xiaomi),No,"Sets BT turn-on flag, disconnects BLE. For non-Xiaomi/Redmi: kills process. For Xiaomi: disconnects, reinitializes date strings."
J05162,java_chunks/ch0011_app_orchestration_strong_hits.md,com/qcwireless/smart/ui/base/repository/dao/AnlaNameDao.java,documented_storage,storage_db,Room DAO for anla_name_entity table; supports CRUD + collection status queries,No,App-internal name/collection entity; not health data. Uses coroutine return pattern.
J05163,java_chunks/ch0011_app_orchestration_strong_hits.md,com/qcwireless/smart/ui/base/repository/dao/AnlaNameDao_Impl.java,documented_storage,storage_db,Room-generated implementation of AnlaNameDao,No,Auto-generated Room impl; confirms schema but no new info beyond interface.
J05164,java_chunks/ch0011_app_orchestration_strong_hits.md,com/qcwireless/smart/ui/base/repository/dao/BaseDao.java,documented_storage,storage_db,Generic Room DAO base interface with CRUD operations,No,Foundation for all DAOs; Insert uses REPLACE strategy.
J05165,java_chunks/ch0011_app_orchestration_strong_hits.md,com/qcwireless/smart/ui/base/repository/dao/ManualBloodOxygenDao.java,documented_storage,"spo2, storage_db",Room DAO for blood_oxygen_manual table; manual SpO2 measurement CRUD + upload status tracking,No,"Schema: mac, date_str, blood_oxygen, timestamp, isUploadServer, upload_server_unit_time. LIMIT 7 for daily display. Upload status tracking with server unix time."
J05166,java_chunks/ch0011_app_orchestration_strong_hits.md,com/qcwireless/smart/ui/base/repository/dao/ManualBloodOxygenDao_Impl.java,documented_storage,"spo2, storage_db",Room-generated implementation of ManualBloodOxygenDao,No,Confirms column order and types from INSERT statement.
J05167,java_chunks/ch0011_app_orchestration_strong_hits.md,com/qcwireless/smart/ui/base/repository/dao/ManualBloodPressureDao.java,documented_storage,storage_db,Room DAO for blood_pressure_manual table; manual BP measurement CRUD,No,"Schema: mac, date_str, timestamp. No upload status columns (unlike SpO2/HR)."
J05168,java_chunks/ch0011_app_orchestration_strong_hits.md,com/qcwireless/smart/ui/base/repository/dao/ManualBloodPressureDao_Impl.java,documented_storage,storage_db,Room-generated implementation of ManualBloodPressureDao,No,Auto-generated; confirms schema.
J05169,java_chunks/ch0011_app_orchestration_strong_hits.md,com/qcwireless/smart/ui/base/repository/dao/ManualHrvDao.java,documented_storage,"hrv_regular, storage_db",Room DAO for hrv_manual table; manual HRV measurement CRUD,No,"Schema: mac, date_str, timestamp. No upload status columns. LIMIT 7 for daily display."
J05170,java_chunks/ch0011_app_orchestration_strong_hits.md,com/qcwireless/smart/ui/base/repository/dao/ManualHrvDao_Impl.java,documented_storage,"hrv_regular, storage_db",Room-generated implementation of ManualHrvDao,No,Auto-generated; confirms schema.
J05171,java_chunks/ch0011_app_orchestration_strong_hits.md,com/qcwireless/smart/ui/base/repository/dao/ManualPressureDao.java,documented_storage,storage_db,Room DAO for pressure_manual table; manual pressure/stress measurement CRUD,No,"Schema: mac, date_str, timestamp. No upload status columns."
J05172,java_chunks/ch0011_app_orchestration_strong_hits.md,com/qcwireless/smart/ui/base/repository/dao/ManualPressureDao_Impl.java,documented_storage,storage_db,Room-generated implementation of ManualPressureDao,No,Auto-generated; confirms schema.
J05173,java_chunks/ch0011_app_orchestration_strong_hits.md,com/qcwireless/smart/ui/base/repository/dao/QcAppManualHeartDao.java,documented_storage,"hr, storage_db",Room DAO for app_heart table; manual HR measurement CRUD + upload status tracking,No,"Schema: mac, date_str, timestamp, heart, isUploadServer, upload_server_unit_time. Upload status tracking. LIMIT 7 for daily display."
J05174,java_chunks/ch0011_app_orchestration_strong_hits.md,com/qcwireless/smart/ui/base/repository/dao/QcAppManualHeartDao_Impl.java,documented_storage,"hr, storage_db",Room-generated implementation of QcAppManualHeartDao,No,Confirms column order and types.
J05175,java_chunks/ch0011_app_orchestration_strong_hits.md,com/qcwireless/smart/ui/base/repository/dao/QcAppManualSugarContinuousDao.java,documented_storage,storage_db,Room DAO for app_continuous_sugar table; continuous glucose monitoring CRUD,No,"Schema: mac, date_str, hour. Hourly granularity for continuous glucose."
J05176,java_chunks/ch0011_app_orchestration_strong_hits.md,com/qcwireless/smart/ui/base/repository/dao/QcAppManualSugarContinuousDao_Impl.java,documented_storage,storage_db,Room-generated implementation of QcAppManualSugarContinuousDao,No,Auto-generated; confirms schema.
J05177,java_chunks/ch0011_app_orchestration_strong_hits.md,com/qcwireless/smart/ui/base/repository/dao/QcAppManualSugarDao.java,documented_storage,storage_db,Room DAO for app_sugar table; manual blood sugar measurement CRUD,No,"Schema: mac, date_str, timestamp. No upload status columns. LIMIT 7 for daily display."
J05178,java_chunks/ch0011_app_orchestration_strong_hits.md,com/qcwireless/smart/ui/base/repository/dao/QcAppManualSugarDao_Impl.java,documented_storage,storage_db,Room-generated implementation of QcAppManualSugarDao,No,Auto-generated; confirms schema.
J05179,java_chunks/ch0011_app_orchestration_strong_hits.md,com/qcwireless/smart/ui/base/repository/dao/QcAppManualTemperatureDao.java,documented_storage,"temperature, storage_db",Room DAO for app_temperature table; manual temperature measurement CRUD,No,"Schema: mac, date_str, timestamp. No upload status columns. LIMIT 7 for daily display."
J05180,java_chunks/ch0011_app_orchestration_strong_hits.md,com/qcwireless/smart/ui/base/repository/dao/QcAppManualTemperatureDao_Impl.java,documented_storage,"temperature, storage_db",Room-generated implementation of QcAppManualTemperatureDao,No,Auto-generated; confirms schema.
J05181,java_chunks/ch0011_app_orchestration_strong_hits.md,com/qcwireless/smart/ui/base/repository/dao/QcBloodOxygenDao.java,documented_storage,"spo2, storage_db, sync_scheduler",Room DAO for blood_oxygen table; device-synced SpO2 data CRUD + upload status tracking,No,"Schema: device_address (not mac!), date_str, unix_time, isUploadServer, upload_server_unit_time. Key difference from ManualBloodOxygenDao: uses device_address not mac, unix_time not timestamp. Has queryUploadToServer for server sync."
J05182,java_chunks/ch0011_app_orchestration_strong_hits.md,com/qcwireless/smart/ui/base/repository/dao/QcBloodOxygenDao_Impl.java,documented_storage,"spo2, storage_db, sync_scheduler",Room-generated implementation of QcBloodOxygenDao,No,Auto-generated; confirms schema.
